task,encoding,seed,threshold,iteration,param,from_value,to_value,accepted,val_acc,val_drop,mem_kb_before,mem_kb_after
novel,id,0,0.005,5,dim,512,256,False,0.6514285802841187,0.34857141971588135,20.0,10.0
novel,id,0,0.005,6,quant_bits,16,8,True,1.0,0.0,20.0,13.0
novel,id,0,0.005,7,quant_bits,8,3,False,0.6928571462631226,0.30714285373687744,13.0,8.625
novel,id,0,0.005,8,quant_bits,8,4,False,0.8700000047683716,0.12999999523162842,13.0,9.5
novel,id,0,0.005,9,quant_bits,8,6,False,0.9928571581840515,0.007142841815948486,13.0,11.25
novel,id,0,0.005,10,levels,32,8,True,1.0,0.0,13.0,11.5
novel,id,0,0.005,11,levels,8,4,True,0.9985713958740234,0.0014286041259765625,11.5,11.25
novel,id,0,0.01,1,dim,10000,512,True,1.0,0.0,1601.5625,82.0
novel,id,0,0.01,2,levels,1024,32,True,1.0,0.0,82.0,20.0
novel,id,0,0.01,3,dim,512,128,False,0.4399999976158142,0.5600000023841858,20.0,5.0
novel,id,0,0.01,4,quant_bits,16,4,False,0.8700000047683716,0.12999999523162842,20.0,9.5
novel,id,0,0.01,5,dim,512,256,False,0.6514285802841187,0.34857141971588135,20.0,10.0
novel,id,0,0.01,6,quant_bits,16,8,True,1.0,0.0,20.0,13.0
novel,id,0,0.01,7,quant_bits,8,3,False,0.6928571462631226,0.30714285373687744,13.0,8.625
novel,id,0,0.01,8,quant_bits,8,4,False,0.8700000047683716,0.12999999523162842,13.0,9.5
novel,id,0,0.01,9,quant_bits,8,6,True,0.9928571581840515,0.007142841815948486,13.0,11.25
novel,id,0,0.01,10,quant_bits,6,3,False,0.6928571462631226,0.30714285373687744,11.25,8.625
novel,id,0,0.01,11,quant_bits,6,4,False,0.8700000047683716,0.12999999523162842,11.25,9.5
novel,id,0,0.01,12,levels,32,8,True,0.991428554058075,0.008571445941925049,11.25,9.75
novel,id,0,0.01,13,levels,8,4,False,0.9785714149475098,0.021428585052490234,9.75,9.5
novel,id,0,0.05,1,dim,10000,512,True,1.0,0.0,1601.5625,82.0
novel,id,0,0.05,2,levels,1024,32,True,1.0,0.0,82.0,20.0
novel,id,0,0.05,3,dim,512,128,False,0.4399999976158142,0.5600000023841858,20.0,5.0
novel,id,0,0.05,4,quant_bits,16,4,False,0.8700000047683716,0.12999999523162842,20.0,9.5
novel,id,0,0.05,5,dim,512,256,False,0.6514285802841187,0.34857141971588135,20.0,10.0
novel,id,0,0.05,6,quant_bits,16,8,True,1.0,0.0,20.0,13.0
novel,id,0,0.05,7,quant_bits,8,3,False,0.6928571462631226,0.30714285373687744,13.0,8.625
novel,id,0,0.05,8,quant_bits,8,4,False,0.8700000047683716,0.12999999523162842,13.0,9.5
novel,id,0,0.05,9,quant_bits,8,6,True,0.9928571581840515,0.007142841815948486,13.0,11.25
novel,id,0,0.05,10,quant_bits,6,3,False,0.6928571462631226,0.30714285373687744,11.25,8.625
novel,id,0,0.05,11,quant_bits,6,4,False,0.8700000047683716,0.12999999523162842,11.25,9.5
novel,id,0,0.05,12,levels,32,8,True,0.991428554058075,0.008571445941925049,11.25,9.75
novel,id,0,0.05,13,levels,8,4,True,0.9785714149475098,0.021428585052490234,9.75,9.5
novel,id,1,0.005,1,dim,10000,512,True,1.0,0.0,1601.5625,82.0
novel,id,1,0.005,2,levels,1024,32,True,1.0,0.0,82.0,20.0
novel,id,1,0.005,3,dim,512,128,False,0.34142857789993286,0.6585714221000671,20.0,5.0
novel,id,1,0.005,4,quant_bits,16,4,False,0.9385713934898376,0.061428606510162354,20.0,9.5
novel,id,1,0.005,5,dim,512,256,False,0.8042857050895691,0.1957142949104309,20.0,10.0
novel,id,1,0.005,6,quant_bits,16,8,True,0.9985713958740234,0.0014286041259765625,20.0,13.0
novel,id,1,0.005,7,quant_bits,8,3,False,0.7885714173316956,0.21142858266830444,13.0,8.625
novel,id,1,0.005,8,quant_bits,8,4,False,0.9385713934898376,0.061428606510162354,13.0,9.5
novel,id,1,0.005,9,quant_bits,8,6,False,0.9942857027053833,0.005714297294616699,13.0,11.25
novel,id,1,0.005,10,levels,32,8,True,0.9985713958740234,0.0014286041259765625,13.0,11.5
novel,id,1,0.005,11,levels,8,4,True,1.0,0.0,11.5,11.25
novel,id,1,0.01,1,dim,10000,512,True,1.0,0.0,1601.5625,82.0
novel,id,1,0.01,2,levels,1024,32,True,1.0,0.0,82.0,20.0
novel,id,1,0.01,3,dim,512,128,False,0.34142857789993286,0.6585714221000671,20.0,5.0
novel,id,1,0.01,4,quant_bits,16,4,False,0.9385713934898376,0.061428606510162354,20.0,9.5
novel,id,1,0.01,5,dim,512,256,False,0.8042857050895691,0.1957142949104309,20.0,10.0
novel,id,1,0.01,6,quant_bits,16,8,True,0.9985713958740234,0.0014286041259765625,20.0,13.0
novel,id,1,0.01,7,quant_bits,8,3,False,0.7885714173316956,0.21142858266830444,13.0,8.625
novel,id,1,0.01,8,quant_bits,8,4,False,0.9385713934898376,0.061428606510162354,13.0,9.5
novel,id,1,0.01,9,quant_bits,8,6,True,0.9942857027053833,0.005714297294616699,13.0,11.25
novel,id,1,0.01,10,quant_bits,6,3,False,0.7885714173316956,0.21142858266830444,11.25,8.625
novel,id,1,0.01,11,quant_bits,6,4,False,0.9385713934898376,0.061428606510162354,11.25,9.5
novel,id,1,0.01,12,levels,32,8,True,0.9957142472267151,0.004285752773284912,11.25,9.75
novel,id,1,0.01,13,levels,8,4,True,0.9900000095367432,0.009999990463256836,9.75,9.5
novel,id,1,0.05,1,dim,10000,512,True,1.0,0.0,1601.5625,82.0
novel,id,1,0.05,2,levels,1024,32,True,1.0,0.0,82.0,20.0
novel,id,1,0.05,3,dim,512,128,False,0.34142857789993286,0.6585714221000671,20.0,5.0
novel,id,1,0.05,4,quant_bits,16,4,False,0.9385713934898376,0.061428606510162354,20.0,9.5
novel,id,1,0.05,5,dim,512,256,False,0.8042857050895691,0.1957142949104309,20.0,10.0
novel,id,1,0.05,6,quant_bits,16,8,True,0.9985713958740234,0.0014286041259765625,20.0,13.0
novel,id,1,0.05,7,quant_bits,8,3,False,0.7885714173316956,0.21142858266830444,13.0,8.625
novel,id,1,0.05,8,quant_bits,8,4,False,0.9385713934898376,0.061428606510162354,13.0,9.5
novel,id,1,0.05,9,quant_bits,8,6,True,0.9942857027053833,0.005714297294616699,13.0,11.25
novel,id,1,0.05,10,quant_bits,6,3,False,0.7885714173316956,0.21142858266830444,11.25,8.625
novel,id,1,0.05,11,quant_bits,6,4,False,0.9385713934898376,0.061428606510162354,11.25,9.5
novel,id,1,0.05,12,levels,32,8,True,0.9957142472267151,0.004285752773284912,11.25,9.75
novel,id,1,0.05,13,levels,8,4,True,0.9900000095367432,0.009999990463256836,9.75,9.5
novel,id,2,0.005,1,dim,10000,512,True,1.0,0.0,1601.5625,82.0
novel,id,2,0.005,2,levels,1024,32,True,1.0,0.0,82.0,20.0
novel,id,2,0.005,3,dim,512,128,False,0.4399999976158142,0.5600000023841858,20.0,5.0
novel,id,2,0.005,4,quant_bits,16,4,False,0.9357143044471741,0.06428569555282593,20.0,9.5
novel,id,2,0.005,5,dim,512,256,False,0.6857143044471741,0.3142856955528259,20.0,10.0
novel,id,2,0.005,6,quant_bits,16,8,True,0.9985713958740234,0.0014286041259765625,20.0,13.0
novel,id,2,0.005,7,quant_bits,8,3,False,0.8071428537368774,0.19285714626312256,13.0,8.625
novel,id,2,0.005,8,quant_bits,8,4,False,0.9357143044471741,0.06428569555282593,13.0,9.5
novel,id,2,0.005,9,quant_bits,8,6,False,0.9900000095367432,0.009999990463256836,13.0,11.25
novel,id,2,0.005,10,levels,32,8,True,1.0,0.0,13.0,11.5
novel,id,2,0.005,11,levels,8,4,True,0.9985713958740234,0.0014286041259765625,11.5,11.25
novel,id,2,0.01,1,dim,10000,512,True,1.0,0.0,1601.5625,82.0
novel,id,2,0.01,2,levels,1024,32,True,1.0,0.0,82.0,20.0
novel,id,2,0.01,3,dim,512,128,False,0.4399999976158142,0.5600000023841858,20.0,5.0
novel,id,2,0.01,4,quant_bits,16,4,False,0.9357143044471741,0.06428569555282593,20.0,9.5
novel,id,2,0.01,5,dim,512,256,False,0.6857143044471741,0.3142856955528259,20.0,10.0
novel,id,2,0.01,6,quant_bits,16,8,True,0.9985713958740234,0.0014286041259765625,20.0,13.0
novel,id,2,0.01,7,quant_bits,8,3,False,0.8071428537368774,0.19285714626312256,13.0,8.625
novel,id,2,0.01,8,quant_bits,8,4,False,0.9357143044471741,0.06428569555282593,13.0,9.5
novel,id,2,0.01,9,quant_bits,8,6,True,0.9900000095367432,0.009999990463256836,13.0,11.25
novel,id,2,0.01,10,quant_bits,6,3,False,0.8071428537368774,0.19285714626312256,11.25,8.625
novel,id,2,0.01,11,quant_bits,6,4,False,0.9357143044471741,0.06428569555282593,11.25,9.5
novel,id,2,0.01,12,levels,32,8,True,0.9928571581840515,0.007142841815948486,11.25,9.75
novel,id,2,0.01,13,levels,8,4,True,0.9928571581840515,0.007142841815948486,9.75,9.5
novel,id,2,0.05,1,dim,10000,512,True,1.0,0.0,1601.5625,82.0
novel,id,2,0.05,2,levels,1024,32,True,1.0,0.0,82.0,20.0
novel,id,2,0.05,3,dim,512,128,False,0.4399999976158142,0.5600000023841858,20.0,5.0
novel,id,2,0.05,4,quant_bits,16,4,False,0.9357143044471741,0.06428569555282593,20.0,9.5
novel,id,2,0.05,5,dim,512,256,False,0.6857143044471741,0.3142856955528259,20.0,10.0
novel,id,2,0.05,6,quant_bits,16,8,True,0.9985713958740234,0.0014286041259765625,20.0,13.0
novel,id,2,0.05,7,quant_bits,8,3,False,0.8071428537368774,0.19285714626312256,13.0,8.625
novel,id,2,0.05,8,quant_bits,8,4,False,0.9357143044471741,0.06428569555282593,13.0,9.5
novel,id,2,0.05,9,quant_bits,8,6,True,0.9900000095367432,0.009999990463256836,13.0,11.25
novel,id,2,0.05,10,quant_bits,6,3,False,0.8071428537368774,0.19285714626312256,11.25,8.625
novel,id,2,0.05,11,quant_bits,6,4,False,0.9357143044471741,0.06428569555282593,11.25,9.5
novel,id,2,0.05,12,levels,32,8,True,0.9928571581840515,0.007142841815948486,11.25,9.75
novel,id,2,0.05,13,levels,8,4,True,0.9928571581840515,0.007142841815948486,9.75,9.5
