task,seed,stage,knob,value,mem_kb,compression_vs_fp,geom_fid,val_acc,id_acc,acc_shift_6,acc_shift_12,acc_shift_18,avg_ood_acc,nmi,hungarian_acc,auroc
novel,0,D,rank,16,1175.9,2.59,0.5155681702704041,0.6128571629524231,0.6221428513526917,,,,,0.4145359650751089,0.596,0.7923719047619048
novel,0,D,rank,24,1490.4,2.04,0.6286375259233916,0.7628571391105652,0.770714282989502,,,,,0.6029936350195557,0.76,0.8656073809523811
novel,0,D,rank,32,1804.9,1.69,0.720805625016427,0.8299999833106995,0.8557142615318298,,,,,0.76185313564921,0.8786666666666667,0.8984047619047619
novel,0,D,rank,48,2433.9,1.25,0.8629965575430373,0.9314285516738892,0.920714259147644,,,,,0.9004509806294803,0.9546666666666667,0.949872619047619
novel,0,D,rank,64,3062.9,0.99,0.9932735823618551,1.0,0.9692857265472412,,,,,0.9693487237872219,0.9866666666666667,0.9841266666666668
novel,0,D,rank_rand,8,861.4,3.54,0.35656242820731227,0.4000000059604645,0.3692857027053833,,,,,0.19791969201863585,0.312,0.6409111904761905
novel,0,D,rank_rand,16,1175.9,2.59,0.46950235940645224,0.5485714077949524,0.5149999856948853,,,,,0.3370468105335178,0.5033333333333333,0.7271309523809524
novel,0,D,rank_rand,24,1490.4,2.04,0.547279686565505,0.6571428775787354,0.6200000047683716,,,,,0.42399285604740217,0.6006666666666667,0.7757109523809523
novel,0,D,rank_rand,32,1804.9,1.69,0.6091159405029448,0.7357142567634583,0.6899999976158142,,,,,0.5215876724344631,0.68,0.8280000000000001
novel,0,D,rank_rand,48,2433.9,1.25,0.6864080311780969,0.831428587436676,0.7885714173316956,,,,,0.6344512005192189,0.784,0.8730928571428571
novel,0,D,rank_rand,64,3062.9,0.99,0.736872439914745,0.8657142519950867,0.8414285778999329,,,,,0.7702124251274369,0.8873333333333333,0.8995019047619048
novel,0,D,rank_rand_retrain,8,861.4,3.54,0.35656242820731227,0.41428571939468384,0.2849999964237213,,,,,0.19791969201863585,0.312,0.6222519047619047
novel,0,D,rank_rand_retrain,16,1175.9,2.59,0.46950235940645224,0.991428554058075,0.5378571152687073,,,,,0.3370468105335178,0.5033333333333333,0.7391580952380954
novel,0,D,rank_rand_retrain,24,1490.4,2.04,0.547279686565505,0.9971428513526917,0.6857143044471741,,,,,0.42399285604740217,0.6006666666666667,0.7976754761904763
novel,0,D,rank_rand_retrain,32,1804.9,1.69,0.6091159405029448,0.9971428513526917,0.7842857241630554,,,,,0.5215876724344631,0.68,0.8704278571428572
novel,0,D,rank_rand_retrain,48,2433.9,1.25,0.6864080311780969,1.0,0.875,,,,,0.6344512005192189,0.784,0.9073061904761903
novel,0,D,rank_rand_retrain,64,3062.9,0.99,0.736872439914745,1.0,0.8971428275108337,,,,,0.7702124251274369,0.8873333333333333,0.9249109523809524
novel,0,P,keep_frac,0.05,152.3,20.0,0.8893436238566234,0.9657142758369446,0.9507142901420593,,,,,0.9294232184784016,0.9706666666666667,0.9689814285714285
novel,0,P,keep_frac,0.1,304.7,10.0,0.9407416227515469,0.9785714149475098,0.9599999785423279,,,,,0.9405090754441583,0.9753333333333334,0.9780526190476191
novel,0,P,keep_frac,0.2,609.4,5.0,0.9683874696663396,0.9828571081161499,0.9678571224212646,,,,,0.9644915378818303,0.9853333333333333,0.9818576190476189
novel,0,P,keep_frac,0.3,914.1,3.33,0.9789536552678744,0.9900000095367432,0.9678571224212646,,,,,0.9716533997238065,0.9886666666666667,0.9832647619047619
novel,0,P,keep_frac,0.5,1523.4,2.0,0.9870422034627847,0.9928571581840515,0.9714285731315613,,,,,0.9714379357881948,0.988,0.9839628571428571
novel,0,P,keep_frac,0.7,2132.8,1.43,0.9907237824974929,0.9957142472267151,0.9692857265472412,,,,,0.9708732220360563,0.988,0.9844152380952381
novel,0,P,keep_frac,1.0,3046.9,1.0,0.9932729785708554,1.0,0.9692857265472412,,,,,0.9693487237872219,0.9866666666666667,0.9841276190476189
novel,0,Q,bits,2,190.4,16.0,0.9924061677268344,0.9885714054107666,0.9699999690055847,,,,,0.9655409508628585,0.9853333333333333,0.9833997619047619
novel,0,Q,bits,3,285.6,10.67,0.9933126183497331,0.9885714054107666,0.970714271068573,,,,,0.9664347529813633,0.9853333333333333,0.9844114285714286
novel,0,Q,bits,4,380.9,8.0,0.9932504320551374,0.9971428513526917,0.9692857265472412,,,,,0.9693437025174334,0.9866666666666667,0.9841373809523809
novel,0,Q,bits,6,571.3,5.33,0.9932812378499176,1.0,0.9699999690055847,,,,,0.9699094562225418,0.9866666666666667,0.984212380952381
